state,week,depression,anxiety,addiction,counselling,mental_health,stay_at_home,mask_mandate,gatherings_banned,business_closures,travel_restrictions,covid_restrictions
,2021-06-27,41.4,64.2,18.8,34.8,31.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-07-04,33.6,73.0,14.4,30.4,27.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-07-11,39.4,68.2,15.0,30.2,29.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-07-18,43.8,63.8,15.2,33.2,27.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-07-25,37.8,65.4,16.6,29.8,32.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-08-01,40.4,67.0,16.8,35.2,30.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-08-08,44.6,73.8,15.8,32.8,32.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-08-15,45.2,67.6,19.2,33.6,28.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-08-22,37.2,68.8,18.8,35.6,32.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-08-29,36.4,69.8,14.2,34.6,29.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-09-05,41.6,68.0,21.2,30.8,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-09-12,55.4,69.4,23.0,42.0,36.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-09-19,43.4,69.2,19.2,37.2,37.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-09-26,41.0,63.4,21.8,30.4,34.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-10-03,47.6,73.8,21.0,37.8,35.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-10-10,49.2,72.2,14.2,43.8,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-10-17,43.8,67.6,17.0,39.4,38.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-10-24,47.0,66.0,21.6,35.6,32.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-10-31,50.2,72.2,14.8,35.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-11-07,47.8,62.8,22.0,33.2,42.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-11-14,50.4,64.8,18.8,36.2,36.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-11-21,40.2,59.6,20.8,26.4,27.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-11-28,47.8,66.6,25.4,34.2,38.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-12-05,48.2,64.4,20.8,30.8,41.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-12-12,41.0,62.8,19.2,28.8,34.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-12-19,33.2,55.4,21.2,20.6,23.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2021-12-26,32.6,56.4,19.4,24.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-01-02,43.2,61.6,21.0,31.6,38.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-01-09,42.2,64.2,22.2,33.0,33.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-01-16,47.4,66.0,22.8,28.2,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-01-23,46.0,73.0,22.0,37.6,39.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-01-30,56.4,63.6,24.0,39.6,39.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-02-06,59.8,65.6,22.4,41.4,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-02-13,55.2,68.4,21.0,34.8,41.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-02-20,54.6,67.4,17.6,36.6,41.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-02-27,52.2,78.0,22.6,46.6,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-03-06,52.8,66.8,22.2,34.6,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-03-13,49.0,64.2,21.8,32.8,36.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-03-20,52.4,74.2,21.6,39.8,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-03-27,60.2,72.2,19.2,37.2,46.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-04-03,61.6,71.8,22.0,40.0,46.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-04-10,58.2,67.0,16.8,33.6,39.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-04-17,58.6,69.0,24.0,35.0,47.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-04-24,60.4,68.2,21.6,38.4,53.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-05-01,61.2,69.0,21.4,40.2,55.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-05-08,54.0,68.4,20.6,37.4,49.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-05-15,54.6,64.0,18.4,36.8,43.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-05-22,38.4,60.8,18.2,34.2,44.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-05-29,43.2,63.2,18.8,31.8,34.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-06-05,41.0,63.2,19.2,31.0,40.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-06-12,46.0,57.4,18.0,27.8,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-06-19,45.2,62.4,21.4,33.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-06-26,38.4,64.6,20.4,30.6,37.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-07-03,41.4,65.2,22.6,26.4,35.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-07-10,38.0,66.8,20.0,36.0,39.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-07-17,38.8,64.4,17.6,31.8,39.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-07-24,43.6,66.8,20.0,33.6,34.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-07-31,39.2,66.4,17.8,35.6,36.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-08-07,38.0,73.6,17.4,37.4,38.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-08-14,38.0,64.2,18.2,35.0,42.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-08-21,39.2,67.0,15.0,34.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-08-28,39.6,66.6,18.8,34.0,37.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-09-04,44.8,64.0,20.8,34.2,39.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-09-11,46.4,65.6,20.0,33.8,41.6,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-09-18,64.2,67.6,19.0,37.4,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-09-25,49.6,63.2,20.6,31.4,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-10-02,49.4,68.4,22.8,41.8,43.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-10-09,47.2,73.8,21.6,38.2,51.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-10-16,44.4,63.0,15.6,36.4,43.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-10-23,47.0,68.2,21.2,37.2,47.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-10-30,47.8,65.0,21.4,37.6,49.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-11-06,48.0,65.0,20.8,34.2,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-11-13,49.4,66.8,21.0,31.0,46.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-11-20,41.2,52.8,20.0,23.4,27.8,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-11-27,49.2,63.6,22.6,32.8,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-12-04,53.2,65.0,21.0,30.8,48.2,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-12-11,55.4,56.4,24.4,31.0,38.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-12-18,38.2,56.6,20.6,24.6,30.4,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2022-12-25,32.6,53.6,13.6,26.4,27.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
,2023-01-01,39.2,65.6,20.6,33.2,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2017-12-31,61.0,67.0,27.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-01-07,66.0,70.0,26.0,35.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-01-14,57.0,71.0,27.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-01-21,69.0,73.0,26.0,41.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-01-28,68.0,74.0,31.0,35.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-02-04,66.0,69.0,29.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-02-11,70.0,74.0,33.0,33.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-02-18,60.0,76.0,34.0,38.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-02-25,70.0,71.0,39.0,35.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-03-04,65.0,71.0,30.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-03-11,64.0,79.0,28.0,31.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-03-18,77.0,89.0,30.0,37.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-03-25,73.0,80.0,25.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-04-01,77.0,78.0,26.0,35.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-04-08,74.0,76.0,25.0,38.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-04-15,75.0,76.0,25.0,29.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-04-22,73.0,80.0,32.0,39.0,44.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-04-29,67.0,75.0,27.0,31.0,44.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-05-06,68.0,73.0,25.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-05-13,64.0,71.0,26.0,24.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-05-20,59.0,86.0,27.0,34.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-05-27,64.0,69.0,23.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-06-03,76.0,66.0,21.0,34.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-06-10,73.0,75.0,28.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-06-17,64.0,77.0,26.0,38.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-06-24,54.0,72.0,27.0,28.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-07-01,56.0,74.0,24.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-07-08,60.0,67.0,30.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-07-15,62.0,75.0,24.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-07-22,51.0,78.0,25.0,33.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-07-29,48.0,82.0,30.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-08-05,56.0,79.0,25.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-08-12,53.0,79.0,26.0,32.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-08-19,52.0,79.0,24.0,33.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-08-26,51.0,76.0,23.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-09-02,47.0,82.0,28.0,34.0,26.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-09-09,59.0,72.0,26.0,41.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-09-16,63.0,82.0,26.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-09-23,59.0,74.0,24.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-09-30,66.0,79.0,29.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-10-07,66.0,79.0,27.0,35.0,64.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-10-14,72.0,80.0,20.0,36.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-10-21,68.0,80.0,25.0,36.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-10-28,67.0,85.0,29.0,37.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-11-04,76.0,77.0,28.0,40.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-11-11,77.0,75.0,21.0,39.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-11-18,59.0,69.0,26.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-11-25,68.0,87.0,31.0,37.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-12-02,70.0,80.0,27.0,32.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-12-09,66.0,84.0,26.0,28.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-12-16,74.0,71.0,26.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-12-23,50.0,62.0,22.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2018-12-30,63.0,83.0,32.0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-01-06,67.0,81.0,38.0,39.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-01-13,64.0,74.0,22.0,35.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-01-20,66.0,75.0,28.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-01-27,70.0,80.0,25.0,43.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-02-03,77.0,88.0,29.0,39.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-02-10,83.0,89.0,29.0,35.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-02-17,67.0,82.0,26.0,31.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-02-24,86.0,86.0,26.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-03-03,77.0,84.0,23.0,31.0,39.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-03-10,76.0,86.0,32.0,43.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-03-17,75.0,91.0,27.0,37.0,44.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-03-24,72.0,79.0,28.0,37.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-03-31,72.0,84.0,37.0,37.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-04-07,67.0,81.0,35.0,34.0,50.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-04-14,62.0,80.0,28.0,35.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-04-21,64.0,76.0,29.0,38.0,53.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-04-28,78.0,85.0,28.0,32.0,55.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-05-05,70.0,75.0,30.0,33.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-05-12,59.0,81.0,26.0,34.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-05-19,62.0,66.0,27.0,34.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-05-26,59.0,71.0,23.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-06-02,52.0,70.0,26.0,31.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-06-09,55.0,76.0,27.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-06-16,51.0,73.0,21.0,36.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-06-23,51.0,75.0,24.0,31.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-06-30,51.0,68.0,20.0,36.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-07-07,43.0,70.0,24.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-07-14,53.0,68.0,26.0,34.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-07-21,50.0,76.0,26.0,32.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-07-28,50.0,72.0,21.0,35.0,32.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-08-04,53.0,75.0,23.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-08-11,42.0,80.0,24.0,37.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-08-18,53.0,67.0,24.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-08-25,46.0,76.0,19.0,38.0,36.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-09-01,54.0,81.0,25.0,38.0,33.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-09-08,53.0,80.0,24.0,34.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-09-15,62.0,77.0,27.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-09-22,60.0,84.0,25.0,35.0,44.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-09-29,61.0,78.0,25.0,40.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-10-06,69.0,78.0,27.0,36.0,68.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-10-13,69.0,82.0,26.0,33.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-10-20,64.0,91.0,27.0,42.0,49.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-10-27,73.0,77.0,26.0,40.0,54.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-11-03,78.0,76.0,31.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-11-10,71.0,67.0,25.0,35.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-11-17,72.0,85.0,25.0,35.0,41.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-11-24,53.0,71.0,28.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-12-01,66.0,69.0,28.0,31.0,45.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-12-08,66.0,71.0,27.0,36.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-12-15,62.0,73.0,25.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-12-22,49.0,57.0,23.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2019-12-29,55.0,76.0,27.0,28.0,34.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-01-05,70.0,85.0,28.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-01-12,60.0,81.0,28.0,43.0,47.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-01-19,63.0,71.0,26.0,41.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-01-26,61.0,64.0,25.0,32.0,40.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-02-02,64.0,75.0,29.0,46.0,43.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-02-09,68.0,77.0,28.0,29.0,46.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-02-16,66.0,76.0,21.0,37.0,44.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-02-23,78.0,85.0,26.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-03-01,58.0,82.0,28.0,38.0,42.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-03-08,63.0,75.0,23.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-03-15,64.0,75.0,18.0,23.0,35.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-03-22,70.0,80.0,19.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-03-29,71.0,78.0,21.0,23.0,36.0,1.0,0.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-04-05,70.0,75.0,25.0,20.0,35.0,1.0,0.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-04-12,69.0,76.0,26.0,17.0,32.0,1.0,0.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-04-19,58.0,71.0,25.0,17.0,36.0,1.0,0.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-04-26,66.0,71.0,26.0,19.0,39.0,1.0,0.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-05-03,76.0,65.0,29.0,20.0,45.0,1.0,0.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-05-10,58.0,68.0,29.0,25.0,41.0,1.0,1.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-05-17,58.0,69.0,23.0,24.0,36.0,1.0,1.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-05-24,50.0,63.0,18.0,21.0,35.0,0.0,1.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-05-31,52.0,71.0,18.0,23.0,36.0,0.0,1.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-06-07,50.0,77.0,25.0,26.0,43.0,0.0,1.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-06-14,44.0,75.0,21.0,26.0,37.0,0.0,1.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-06-21,49.0,77.0,20.0,26.0,31.0,0.0,1.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-06-28,55.0,80.0,21.0,31.0,36.0,0.0,1.0,1.0,1.0,0.0,Least Restrictions
Massachussetts,2020-07-05,54.0,88.0,22.0,25.0,39.0,0.0,1.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-07-12,44.0,71.0,16.0,29.0,39.0,0.0,1.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-07-19,60.0,78.0,21.0,25.0,38.0,0.0,1.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-07-26,46.0,86.0,25.0,24.0,35.0,0.0,1.0,0.0,0.0,0.0,Least Restrictions
Massachussetts,2020-08-02,62.0,71.0,20.0,29.0,39.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-08-09,49.0,79.0,24.0,29.0,36.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-08-16,59.0,84.0,24.0,28.0,35.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-08-23,46.0,84.0,23.0,28.0,34.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-08-30,52.0,85.0,24.0,29.0,40.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-09-06,52.0,81.0,20.0,30.0,48.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-09-13,50.0,81.0,19.0,31.0,38.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-09-20,56.0,74.0,21.0,29.0,38.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-09-27,54.0,79.0,26.0,26.0,43.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-10-04,53.0,80.0,22.0,30.0,58.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-10-11,51.0,85.0,22.0,25.0,43.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-10-18,59.0,87.0,26.0,34.0,46.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-10-25,57.0,79.0,19.0,25.0,40.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-11-01,50.0,67.0,21.0,21.0,36.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-11-08,61.0,79.0,23.0,28.0,38.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-11-15,63.0,75.0,16.0,24.0,44.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
Massachussetts,2020-11-22,48.0,72.0,27.0,19.0,28.0,0.0,1.0,0.0,0.0,1.0,Least Restrictions
