week,depression,anxiety,addiction,counselling,mental_health,stay_at_home,mask_mandate,gatherings_banned,business_closures,travel_restrictions
2020-11-22,47.0,60.7,20.8,25.0,29.4,0.2,0.6,0.5,0.5,0.5
2020-11-29,55.4,70.4,20.4,33.1,35.6,0.2,0.6,0.5,0.5,0.5
2020-12-06,55.1,67.8,19.1,26.8,36.8,0.1,0.6,0.5,0.5,0.5
2020-12-13,51.2,70.4,22.1,29.3,33.7,0.1,0.6,0.5,0.5,0.5
2020-12-20,36.6,59.1,21.6,15.7,22.6,0.1,0.6,0.5,0.5,0.5
2020-12-27,46.3,63.4,16.0,23.5,21.9,0.1,0.6,0.5,0.5,0.5
2021-01-03,47.1,69.1,18.3,31.5,31.4,0.1,0.6,0.5,0.5,0.5
2021-01-10,47.6,70.6,20.9,30.9,31.4,0.1,0.6,0.4,0.5,0.5
2021-01-17,44.9,69.8,20.6,32.2,32.0,0.1,0.6,0.4,0.5,0.5
2021-01-24,53.1,75.6,19.4,33.7,34.7,0.0,0.6,0.4,0.5,0.5
2021-01-31,57.7,73.0,21.0,31.2,33.0,0.0,0.6,0.4,0.5,0.5
2021-02-07,49.2,71.7,17.3,29.8,39.4,0.0,0.6,0.4,0.5,0.5
2021-02-14,49.5,73.0,17.4,28.9,32.2,0.0,0.5,0.4,0.5,0.5
2021-02-21,52.4,76.9,19.0,35.8,39.0,0.0,0.5,0.4,0.5,0.4
2021-02-28,60.3,73.2,20.4,30.9,35.2,0.0,0.5,0.4,0.5,0.4
2021-03-07,55.3,73.0,20.6,34.3,37.6,0.0,0.4,0.4,0.5,0.4
2021-03-14,50.0,68.5,19.0,33.7,37.4,0.0,0.4,0.4,0.4,0.4
2021-03-21,49.9,71.0,17.4,33.1,38.7,0.0,0.4,0.3,0.3,0.4
2021-03-28,44.9,65.6,23.6,36.0,35.4,0.0,0.4,0.2,0.2,0.3
2021-04-04,51.3,74.1,20.8,32.1,35.3,0.0,0.4,0.2,0.2,0.2
2021-04-11,45.0,75.4,22.3,36.0,38.8,0.0,0.4,0.2,0.2,0.2
2021-04-18,51.5,69.9,21.7,35.4,35.7,0.0,0.4,0.2,0.2,0.2
2021-04-25,51.9,71.2,22.3,33.5,39.9,0.0,0.4,0.1,0.2,0.2
2021-05-02,47.7,72.0,18.0,33.2,44.6,0.0,0.4,0.1,0.2,0.2
2021-05-09,48.8,65.5,17.8,33.3,42.0,0.0,0.4,0.1,0.2,0.2
2021-05-16,53.0,69.7,16.9,37.2,44.0,0.0,0.4,0.1,0.2,0.2
2021-05-23,45.7,63.0,17.7,36.7,37.7,0.0,0.4,0.1,0.2,0.2
2021-05-30,47.6,70.3,19.0,32.9,34.8,0.0,0.3,0.1,0.1,0.2
2021-06-06,48.2,66.3,21.4,29.2,39.9,0.0,0.3,0.1,0.1,0.2
2021-06-13,45.9,64.8,14.7,30.6,34.4,0.0,0.3,0.1,0.1,0.2
2021-06-20,41.5,65.4,15.5,28.5,32.0,0.0,0.3,0.1,0.1,0.2
2021-06-27,43.0,69.0,19.2,34.4,32.7,0.0,0.3,0.1,0.1,0.2
2021-07-04,39.6,69.9,14.9,31.0,32.9,0.0,0.3,0.1,0.1,0.2
2021-07-11,42.1,68.9,17.5,30.9,33.8,0.0,0.3,0.1,0.1,0.2
2021-07-18,45.5,68.0,21.0,34.6,32.9,0.0,0.3,0.1,0.1,0.2
2021-07-25,37.0,65.9,16.2,31.6,35.9,0.0,0.3,0.1,0.1,0.2
2021-08-01,41.8,70.1,16.4,31.7,34.7,0.0,0.3,0.1,0.1,0.2
2021-08-08,42.9,71.3,16.2,33.5,34.1,0.0,0.3,0.1,0.1,0.2
2021-08-15,47.0,71.0,17.7,34.7,32.0,0.0,0.3,0.1,0.1,0.2
2021-08-22,40.0,73.6,19.6,35.4,34.8,0.0,0.3,0.1,0.1,0.2
2021-08-29,39.6,71.3,17.6,35.9,36.0,0.0,0.3,0.1,0.1,0.2
2021-09-05,42.8,72.7,20.1,33.1,40.5,0.0,0.3,0.1,0.1,0.2
2021-09-12,48.4,75.9,25.2,36.6,41.0,0.0,0.3,0.1,0.1,0.1
2021-09-19,46.3,75.0,18.4,37.1,42.2,0.0,0.3,0.1,0.1,0.1
2021-09-26,45.6,68.1,22.9,30.4,40.5,0.0,0.3,0.1,0.1,0.1
2021-10-03,49.2,74.5,19.1,37.5,39.2,0.0,0.3,0.1,0.1,0.1
2021-10-10,50.8,75.8,21.4,41.3,50.6,0.0,0.3,0.1,0.1,0.1
2021-10-17,44.5,73.0,18.7,40.5,46.3,0.0,0.3,0.1,0.1,0.1
2021-10-24,48.1,74.1,20.9,36.8,39.3,0.0,0.3,0.1,0.1,0.1
2021-10-31,49.5,74.3,17.3,36.8,43.9,0.0,0.3,0.1,0.1,0.1
2021-11-07,54.9,67.9,24.8,35.4,46.9,0.0,0.3,0.1,0.1,0.1
2021-11-14,50.9,70.3,20.2,36.5,42.8,0.0,0.3,0.1,0.1,0.1
2021-11-21,44.8,62.1,22.1,25.8,38.4,0.0,0.3,0.1,0.1,0.1
2021-11-28,48.0,67.9,26.7,36.3,45.0,0.0,0.3,0.1,0.1,0.1
2021-12-05,50.6,70.1,27.7,34.2,42.9,0.0,0.3,0.1,0.1,0.1
2021-12-12,46.8,66.5,20.5,32.3,39.5,0.0,0.3,0.1,0.1,0.1
2021-12-19,33.6,56.7,21.9,23.4,28.2,0.0,0.3,0.1,0.1,0.1
2021-12-26,34.9,59.4,17.9,25.4,26.5,0.0,0.3,0.1,0.1,0.1
2022-01-02,44.5,67.9,21.3,32.0,34.3,0.0,0.3,0.1,0.1,0.1
2022-01-09,43.7,71.0,20.8,33.5,37.5,0.0,0.3,0.1,0.1,0.1
2022-01-16,48.6,69.3,23.7,32.5,37.3,0.0,0.3,0.1,0.1,0.1
2022-01-23,50.4,75.7,21.5,38.1,45.5,0.0,0.3,0.1,0.1,0.1
